"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"353","2513-P",3,1030.43485372979,"GBJXQ","Nottingham","California","UK","Regional Pumpkin Festival","1748 Y","1882 C",359,1017,1,"Jarrahdale",467.40218349351,"Heavy"
"356","2899-P",6,1018.02977582719,"LDQUF","Chicago","Texas","UK","National Pumpkin Festival","1147 U","1108 B",351,977,5,"Long Island Cheese",461.775277069397,"Heavy"
"357","2110-P",20,1010.87558820192,"VMTHK","Los Angeles","New York","Australia","Local Pumpkin Festival","1686 U","1991 W",375,1116,-7,"Knucklehead",458.530158850548,"Heavy"
"362","2192-P",36,1015.37129899897,"BVJUK","Los Angeles","Florida","Canada","Local Pumpkin Festival","1573 L","1437 Y",362,1026,-5,"Lumina",460.569399890668,"Heavy"
"363","2704-P",80,1017.99507033732,"ECTBS","New York","Texas","Canada","Regional Pumpkin Festival","1851 A","1633 W",350,936,4,"Long Island Cheese",461.759534762459,"Heavy"
"365","2332-P",69,1000.27505494934,"HTFJW","Chicago","California","Australia","Regional Pumpkin Festival","1399 P","1738 N",354,978,-1,"Knucklehead",453.721788510086,"Heavy"
"366","2695-P",78,1009.74434331339,"IFBUI","Houston","New York","Canada","Regional Pumpkin Festival","1807 S","1599 Q",378,1134,-15,"Long Island Cheese",458.017029535239,"Heavy"
"367","2473-P",39,1001.43333971966,"ZVHYC","Chicago","Florida","UK","Local Pumpkin Festival","1455 B","1853 I",360,1002,4,"Knucklehead",454.247183035317,"Heavy"
"368","2977-P",19,1006.390290468,"JFEUE","Houston","California","Canada","Local Pumpkin Festival","1096 S","1519 E",368,1103,-7,"Lumina",456.495641144879,"Heavy"
"370","2158-P",73,992.085352610797,"NLECH","Chicago","Texas","Canada","Local Pumpkin Festival","1487 N","1919 S",362,1033,-6,"Jarrahdale",450.006963898574,"Heavy"
"374","2677-P",38,994.358687804081,"HXUYY","Paris","Florida","Australia","Regional Pumpkin Festival","1091 Y","1151 L",370,1104,-6,"Lumina",451.03814197772,"Heavy"
"375","2249-P",17,996.01128832344,"FUACT","New York","New York","Canada","National Pumpkin Festival","1903 E","1480 H",2,1,1,"Jarrahdale",451.787756655829,"Heavy"
"379","2226-P",4,992.245647348464,"SZERO","Houston","New York","Australia","National Pumpkin Festival","1813 W","1672 G",343,937,11,"Jarrahdale",450.079673114607,"Heavy"
"380","2508-P",53,986.268564216793,"HAAOP","New York","California","UK","National Pumpkin Festival","1978 V","1144 I",-3,-1,4,"Lumina",447.368485991469,"Heavy"
"382","2924-P",26,995.617414813489,"JPFGF","Los Angeles","California","Canada","National Pumpkin Festival","1486 Q","1196 W",356,1024,-1,"Knucklehead",451.609096803723,"Heavy"
"384","2780-P",81,997.955115837045,"FAFUL","Los Angeles","New York","UK","National Pumpkin Festival","1675 A","1782 D",332,823,15,"Lumina",452.669471031954,"Heavy"
"385","2188-P",11,996.366346124373,"YODFM","Houston","Florida","UK","Regional Pumpkin Festival","1164 B","1621 H",368,1089,-4,"Long Island Cheese",451.948809817823,"Heavy"
"390","2000-P",21,980.984264840744,"EKSQE","Chicago","Florida","Canada","Regional Pumpkin Festival","1834 U","1834 K",368,1060,-4,"Knucklehead",444.971543518436,"Heavy"
"394","2251-P",19,972.106170231476,"WOQJV","Los Angeles","California","Australia","National Pumpkin Festival","1765 Z","1276 J",355,946,0,"Knucklehead",440.944466221299,"Heavy"
"395","2465-P",89,984.308906848542,"CQCUJ","Nottingham","Texas","Canada","National Pumpkin Festival","1375 P","1675 Q",360,1050,-11,"Jarrahdale",446.47959124038,"Heavy"
"397","2988-P",42,980.552981971763,"CKEUT","Houston","New York","Australia","Regional Pumpkin Festival","1816 X","1570 O",351,997,-5,"Knucklehead",444.77591489239,"Heavy"
"399","2116-P",39,977.512569938786,"PHMIN","Houston","New York","Canada","Regional Pumpkin Festival","1082 P","1134 W",359,1018,-5,"Knucklehead",443.396793041271,"Heavy"
"400","2518-P",73,983.058954412118,"SAYLI","Nottingham","Texas","UK","Local Pumpkin Festival","1643 N","1262 K",362,1011,-2,"Knucklehead",445.912616534572,"Heavy"
"401","2219-P",11,974.318017969839,"UTLBK","Houston","New York","Canada","National Pumpkin Festival","1824 G","1723 B",346,920,4,"Long Island Cheese",441.947753773854,"Heavy"
"403","2738-P",51,963.903146960214,"GLNNM","Chicago","Florida","Australia","National Pumpkin Festival","1153 A","1184 L",357,1031,-11,"Lumina",437.223599274342,"Medium"
"406","2706-P",42,971.887170066126,"AODXQ","New York","California","Canada","Local Pumpkin Festival","1459 J","1834 X",359,999,-1,"Long Island Cheese",440.845128397952,"Heavy"
"408","2875-P",16,956.964419134893,"BTUDK","Los Angeles","California","Australia","Regional Pumpkin Festival","1744 D","1543 I",345,940,3,"Jarrahdale",434.07621297963,"Medium"
"411","2338-P",18,959.011061279103,"VPMEB","Paris","New York","Australia","Regional Pumpkin Festival","1813 W","1875 B",363,1021,-2,"Lumina",435.004563766263,"Medium"
"414","2377-P",74,951.019763964228,"FZMRV","Los Angeles","Texas","Canada","National Pumpkin Festival","1300 N","1146 G",334,847,18,"Knucklehead",431.379735083112,"Medium"
"427","2786-P",80,948.640400438569,"OKSIW","Chicago","California","Canada","Local Pumpkin Festival","1231 T","1618 O",362,1054,-11,"Jarrahdale",430.300462867899,"Medium"
"431","2244-P",100,941.065668097697,"HYGMT","Houston","California","UK","Local Pumpkin Festival","1827 F","1078 P",335,811,20,"Knucklehead",426.864586817426,"Medium"
"435","2053-P",82,947.385975925252,"XMUPN","Los Angeles","New York","Australia","Local Pumpkin Festival","1351 H","1342 E",333,849,9,"Knucklehead",429.731459641319,"Medium"
"436","2703-P",67,944.18763971366,"VBDJM","Houston","California","UK","Local Pumpkin Festival","1150 V","1991 C",377,1165,-22,"Long Island Cheese",428.280703852699,"Medium"
"438","2086-P",40,934.052894944325,"TXYMX","Nottingham","New York","Australia","Local Pumpkin Festival","1986 O","1523 Y",340,915,7,"Lumina",423.683613782239,"Medium"
"440","2732-P",88,933.157195416279,"UXWTY","New York","New York","Australia","Regional Pumpkin Festival","1033 N","1990 V",342,892,8,"Jarrahdale",423.277327141558,"Medium"
"443","2548-P",70,924.806983718649,"XTELP","Houston","New York","Canada","Local Pumpkin Festival","1701 H","1011 N",358,991,-8,"Long Island Cheese",419.489695962373,"Medium"
"444","2013-P",91,929.205055547878,"KDVMQ","Los Angeles","California","Canada","National Pumpkin Festival","1883 G","1022 K",345,896,4,"Long Island Cheese",421.484648257225,"Medium"
"445","2348-P",54,915.854908729903,"QWEBG","Chicago","California","Canada","Local Pumpkin Festival","1743 P","1372 U",349,977,-6,"Long Island Cheese",415.429061385241,"Medium"
"446","2385-P",23,914.01997421626,"DFOYP","Houston","Texas","Australia","National Pumpkin Festival","1803 W","1166 D",339,849,6,"Lumina",414.596740549878,"Medium"
"448","2773-P",36,930.51309702266,"NFZUD","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1563 U","1532 O",340,852,5,"Jarrahdale",422.077971977982,"Medium"
"449","2374-P",37,924.859916273504,"ZVICR","Los Angeles","California","Australia","Regional Pumpkin Festival","1666 G","1260 V",343,923,5,"Lumina",419.51370601175,"Medium"
"452","2423-P",42,922.854841918685,"HVKQQ","Los Angeles","Florida","Canada","National Pumpkin Festival","1980 K","1257 Y",357,1029,-9,"Long Island Cheese",418.604210250696,"Medium"
"453","2259-P",45,917.412205252796,"KHOOZ","New York","California","UK","Regional Pumpkin Festival","1683 P","1630 L",338,892,7,"Lumina",416.13544645414,"Medium"
"454","2874-P",28,921.526955932379,"XBIBQ","Paris","Texas","Canada","National Pumpkin Festival","1876 E","1974 V",338,856,3,"Jarrahdale",418.001885118561,"Medium"
"456","2853-P",64,905.25157187134,"ITPQB","New York","Texas","UK","National Pumpkin Festival","1779 X","1724 N",0,5,1,"Jarrahdale",410.619419337449,"Medium"
"465","2132-P",49,899.174191505648,"UAYHT","Houston","Florida","UK","National Pumpkin Festival","1347 S","1626 D",344,886,0,"Jarrahdale",407.862737687403,"Medium"
"467","2382-P",37,899.404802972451,"HUWJU","Chicago","California","UK","National Pumpkin Festival","1043 A","1073 I",361,1025,-11,"Jarrahdale",407.967342362538,"Medium"
"470","2397-P",20,903.250385106541,"GLTLL","Paris","Texas","UK","Regional Pumpkin Festival","1021 G","1913 X",330,794,13,"Long Island Cheese",409.711686975661,"Medium"
"474","2481-P",9,889.124412325211,"DRGPE","Houston","Texas","Australia","Regional Pumpkin Festival","1620 S","1846 W",304,617,46,"Jarrahdale",403.304187755244,"Medium"
"480","2952-P",42,888.043069226295,"IEMMP","Chicago","California","UK","Regional Pumpkin Festival","1228 R","1875 T",355,1007,-6,"Lumina",402.813693743216,"Medium"
"481","2363-P",3,894.793638307601,"ZYYVB","Nottingham","Florida","Australia","National Pumpkin Festival","1932 T","1776 S",3,-2,-2,"Long Island Cheese",405.875731791527,"Medium"
"482","2454-P",7,879.702544421889,"DBBKK","New York","Texas","Canada","National Pumpkin Festival","1000 R","1178 F",344,929,-9,"Knucklehead",399.030456509974,"Medium"
"484","2622-P",33,891.70100779552,"TVPMI","Chicago","California","Canada","National Pumpkin Festival","1108 Y","1919 N",316,735,21,"Long Island Cheese",404.472923793668,"Medium"
"486","2061-P",33,893.927989402786,"PLQTN","Chicago","Florida","Australia","Regional Pumpkin Festival","1095 T","1190 M",344,892,-5,"Knucklehead",405.483076024125,"Medium"
"488","2905-P",82,882.084972335026,"PWKNW","Los Angeles","California","UK","Local Pumpkin Festival","1158 L","1050 N",345,883,3,"Jarrahdale",400.111118722229,"Medium"
"490","2296-P",61,879.577786642127,"NMEQM","Paris","New York","Canada","Regional Pumpkin Festival","1672 B","1104 U",340,888,1,"Jarrahdale",398.973866752303,"Medium"
"491","2656-P",20,886.330996225588,"HLGWB","New York","Texas","Australia","Local Pumpkin Festival","1479 W","1916 T",319,741,20,"Lumina",402.037102524534,"Medium"
"498","2233-P",84,868.865231099725,"SSMQI","Chicago","Florida","Australia","Local Pumpkin Festival","1206 I","1803 V",349,958,-3,"Long Island Cheese",394.114683434512,"Medium"
"503","2440-P",48,881.127223326825,"ZFOJX","Paris","Florida","Canada","Local Pumpkin Festival","1123 H","1054 W",332,803,13,"Lumina",399.676686621983,"Medium"
"510","2985-P",32,877.726870263927,"PNWWX","Los Angeles","New York","UK","Local Pumpkin Festival","1737 C","1657 A",349,957,-10,"Long Island Cheese",398.134296590731,"Medium"
"513","2272-P",82,867.287248289213,"KYNWT","Houston","California","Canada","Regional Pumpkin Festival","1024 V","1525 V",344,905,-4,"Knucklehead",393.398915127104,"Medium"
"517","2497-P",49,860.001482452266,"QUCDO","Nottingham","New York","UK","Regional Pumpkin Festival","1878 U","1174 X",349,912,-5,"Lumina",390.094113422964,"Medium"
"524","2049-P",4,866.521266808733,"SHUOE","New York","California","Canada","Local Pumpkin Festival","1696 J","1379 Z",339,905,-5,"Knucklehead",393.05146820681,"Medium"
"526","2596-P",24,864.472770864144,"QYBOY","Paris","California","UK","Local Pumpkin Festival","1372 O","1428 A",336,872,2,"Jarrahdale",392.122276541842,"Medium"
"528","2653-P",58,845.920878914185,"NUXSA","Paris","New York","UK","National Pumpkin Festival","1222 M","1606 W",340,871,-5,"Lumina",383.707193556284,"Medium"
"529","2405-P",83,854.17768506892,"POWJD","New York","New York","Australia","Regional Pumpkin Festival","1479 O","1646 G",330,807,11,"Lumina",387.452456259149,"Medium"
"530","2259-P",69,853.532251093537,"DDODX","Chicago","New York","Australia","Local Pumpkin Festival","1112 Y","1478 T",333,855,-5,"Jarrahdale",387.159689328466,"Medium"
"531","2254-P",48,847.00060067419,"ZBXLR","Los Angeles","New York","UK","Local Pumpkin Festival","1267 O","1271 M",331,817,4,"Lumina",384.196952133806,"Medium"
"533","2310-P",84,845.355832184665,"GAZLT","Chicago","California","Canada","National Pumpkin Festival","1039 A","1650 Y",337,850,-2,"Long Island Cheese",383.450890041125,"Medium"
"539","2191-P",25,852.747905267403,"DFWXC","Chicago","New York","Canada","Regional Pumpkin Festival","1281 X","1125 W",329,761,9,"Jarrahdale",386.803912395628,"Medium"
"546","2469-P",91,835.299870037474,"DYLYT","Houston","California","Canada","National Pumpkin Festival","1365 F","1348 M",346,905,-10,"Knucklehead",378.889535533645,"Medium"
"548","2588-P",2,838.9999136189,"QLQDW","Nottingham","New York","UK","National Pumpkin Festival","1299 R","1406 W",332,793,4,"Lumina",380.567864292343,"Medium"
"549","2496-P",39,832.340077111498,"YMDKG","Chicago","New York","UK","Local Pumpkin Festival","1019 A","1984 J",314,709,15,"Long Island Cheese",377.546982269572,"Medium"
"551","2948-P",79,830.616469664499,"BZSVU","Chicago","New York","Australia","National Pumpkin Festival","1001 I","1914 B",336,876,0,"Knucklehead",376.765159060373,"Medium"
"553","2049-P",73,826.267508258112,"FAJCW","Houston","Florida","Australia","Local Pumpkin Festival","1292 M","1715 M",334,794,10,"Knucklehead",374.79248310719,"Medium"
"557","2780-P",42,840.257779683918,"GCZDF","Chicago","California","Canada","Regional Pumpkin Festival","1468 O","1347 J",332,814,3,"Long Island Cheese",381.138428596533,"Medium"
"559","2666-P",74,829.79385976959,"NFWWA","Paris","Florida","Canada","Local Pumpkin Festival","1743 K","1643 A",325,799,2,"Jarrahdale",376.392025659798,"Medium"
"561","2423-P",62,839.207108811475,"IQTEP","Nottingham","Florida","UK","National Pumpkin Festival","1070 N","1961 T",340,842,1,"Jarrahdale",380.661847415166,"Medium"
"562","2654-P",73,836.326434131712,"NOFJC","Los Angeles","Texas","UK","Regional Pumpkin Festival","1363 M","1932 V",355,959,-9,"Jarrahdale",379.355181952151,"Medium"
"563","2917-P",10,831.009350599721,"AOGVE","Los Angeles","Texas","Australia","Regional Pumpkin Festival","1053 E","1669 R",329,798,9,"Knucklehead",376.943368683535,"Medium"
"565","2190-P",46,836.434119759127,"HPLVQ","Los Angeles","California","Australia","Regional Pumpkin Festival","1676 E","1736 V",334,835,-4,"Jarrahdale",379.404027832318,"Medium"
"567","2712-P",51,833.182980132289,"YOJZZ","Los Angeles","California","Australia","Regional Pumpkin Festival","1773 X","1856 X",348,933,-15,"Long Island Cheese",377.929320571663,"Medium"
"570","2747-P",70,816.683738614433,"KDEOO","Houston","Florida","UK","Regional Pumpkin Festival","1485 A","1311 W",329,778,1,"Long Island Cheese",370.445313714249,"Medium"
"572","2968-P",100,825.851375697739,"BDJIG","New York","New York","Australia","National Pumpkin Festival","1467 O","1979 E",347,902,-10,"Long Island Cheese",374.603726616048,"Medium"
"576","2447-P",44,806.385452137329,"ACWYY","Los Angeles","New York","Australia","Regional Pumpkin Festival","1118 T","1646 H",318,729,13,"Long Island Cheese",365.774041611779,"Medium"
"577","2014-P",3,811.154934527352,"AGCDP","Los Angeles","Texas","UK","Local Pumpkin Festival","1759 G","1200 D",342,927,-8,"Long Island Cheese",367.937464631839,"Medium"
"578","2968-P",31,821.640433996916,"PHLWP","Paris","Florida","UK","Local Pumpkin Festival","1087 E","1734 Y",348,898,-9,"Lumina",372.693655990618,"Medium"
"581","2447-P",89,808.650282911025,"LWDRL","Los Angeles","Florida","Australia","Local Pumpkin Festival","1169 L","1837 E",322,728,10,"Knucklehead",366.801362111505,"Medium"
"585","2046-P",40,797.789432602376,"UMVIA","Nottingham","Florida","Australia","Local Pumpkin Festival","1391 P","1717 U",314,701,19,"Long Island Cheese",361.87491272901,"Medium"
"586","2385-P",49,789.631677641533,"VYWUO","Paris","California","Canada","National Pumpkin Festival","1432 S","1826 I",326,779,-2,"Jarrahdale",358.174579352959,"Medium"
"588","2664-P",32,803.023980941623,"HWSGD","Houston","Florida","UK","National Pumpkin Festival","1726 T","1663 D",355,977,-23,"Jarrahdale",364.249288279789,"Medium"
"593","2146-P",32,801.616734888405,"QZXLW","Los Angeles","New York","Australia","Local Pumpkin Festival","1889 W","1061 W",305,666,23,"Lumina",363.610965657446,"Medium"
"594","2506-P",69,786.23079753574,"ROOHS","Nottingham","California","UK","Regional Pumpkin Festival","1058 H","1251 V",329,782,6,"Long Island Cheese",356.631950256618,"Medium"
"595","2164-P",39,802.135755023919,"KDQLQ","Los Angeles","Florida","Australia","Local Pumpkin Festival","1225 Y","1654 H",335,841,-5,"Knucklehead",363.84639164652,"Medium"
"596","2553-P",67,791.268970880657,"KEOYI","New York","California","UK","Regional Pumpkin Festival","1639 R","1458 W",327,756,10,"Knucklehead",358.917250694302,"Medium"
"600","2374-P",48,792.070396396331,"LIPTA","Nottingham","New York","Canada","National Pumpkin Festival","1204 Y","1427 X",340,915,-16,"Jarrahdale",359.280774923492,"Medium"
"601","2207-P",32,783.151446283795,"JEXZE","Chicago","Florida","Canada","Regional Pumpkin Festival","1471 N","1065 D",322,725,10,"Jarrahdale",355.235165691642,"Medium"
"602","2373-P",44,778.375312911347,"PSOFR","Chicago","New York","UK","Local Pumpkin Festival","1877 T","1562 Y",331,812,-5,"Jarrahdale",353.068725805745,"Medium"
"605","2415-P",33,779.433108809404,"OVMOH","Houston","Florida","Canada","Local Pumpkin Festival","1085 Y","1092 G",341,870,-6,"Lumina",353.548538877531,"Medium"
"607","2153-P",57,775.031630499847,"NVMDO","Nottingham","California","Australia","National Pumpkin Festival","1749 C","1819 M",322,783,-1,"Knucklehead",351.552041413339,"Medium"
"608","2965-P",6,785.548409835435,"FNTZV","Los Angeles","California","Canada","Regional Pumpkin Festival","1155 X","1552 Q",324,779,-3,"Jarrahdale",356.32242122627,"Medium"
"610","2622-P",100,777.210364479385,"JPWUS","Houston","Florida","Australia","Regional Pumpkin Festival","1212 F","1851 J",322,752,7,"Jarrahdale",352.540308663424,"Medium"
"611","2672-P",74,784.528542377986,"UCVCJ","New York","New York","Canada","National Pumpkin Festival","1002 I","1449 K",324,731,8,"Knucklehead",355.859812382285,"Medium"
"612","2559-P",98,784.775229393505,"OPCFM","Paris","New York","Australia","National Pumpkin Festival","1731 X","1950 N",327,744,10,"Long Island Cheese",355.971708878483,"Medium"
"620","2892-P",61,774.948074472137,"TECQU","Los Angeles","Florida","Canada","Local Pumpkin Festival","1886 F","1900 I",335,835,-9,"Long Island Cheese",351.514140647799,"Medium"
"622","2311-P",35,760.31590280775,"MEOUP","Los Angeles","Florida","Canada","National Pumpkin Festival","1114 H","1519 V",322,727,9,"Lumina",344.877031120271,"Medium"
"624","2078-P",11,759.157995809801,"ABWIF","Chicago","Texas","Canada","Regional Pumpkin Festival","1872 C","1031 G",330,816,-10,"Jarrahdale",344.351807951466,"Medium"
"625","2725-P",97,756.743053057231,"OWWLK","Nottingham","California","Canada","Regional Pumpkin Festival","1453 Q","1089 X",333,827,-10,"Knucklehead",343.256397104795,"Medium"
"626","2941-P",24,758.092034056783,"ZCGJK","Paris","Texas","Canada","Local Pumpkin Festival","1890 Q","1895 T",318,732,0,"Knucklehead",343.868290872169,"Medium"
"631","2473-P",33,767.632213721983,"OIZCW","Paris","Florida","Canada","National Pumpkin Festival","1326 S","1361 G",330,779,-5,"Knucklehead",348.195687980578,"Medium"
